"Exp","Trial","Round","Producer","Interpreter","Condition","Item.Nr","Item","Sentence_1_1","Sentence_1_2","Sentence_2_1","Sentence_2_2","Sentence_3_1","Sentence_3_2","Sentence_4_1","Sentence_4_2","Sentence_5_1","Sentence_5_2","Reward_1","Reward_2","Reward_3","Reward_4","Time_Producer","Time_Interpreter"
2,30,6,0,3,"NA","x","NA_x","Some did not","the A and the B","","","","","","","","","","","","","",""
2,29,6,3,2,"d100",3,"d-A-B-BC-3","","","","","","","","","","","","","","","",""
2,29,6,4,3,"d0xx",2,"d-ABC-1","","","","","","","","","","","","","","","",""
2,33,7,1,4,"d011",3,"d-AB-ABC-2","","","","","","","","","","","","","","","",""
2,34,7,3,2,"dx00",1,"d-A-3","","","","","","","","","","","","","","","",""
2,31,7,0,1,"d0xx",1,"D_5_1_1","None","the C","All","the A and the B","","","","","","","","","","","",""
2,35,7,0,4,"NA","x","NA_x","Not all","the A, the B, and the C","","","","","","","","","","","","","",""
2,32,7,1,3,"d101",2,"d-A-B-AC-ABC-3","","","","","","","","","","","","","","","",""
2,32,7,2,4,"d101",2,"d-A-B-AC-ABC-3","","","","","","","","","","","","","","","",""
2,31,7,1,2,"d111",2,"d-B-AB-AC-ABC-2","","","","","","","","","","","","","","","",""
2,31,7,3,4,"d111",3,"d-A-AB-BC-ABC-1","","","","","","","","","","","","","","","",""
2,33,7,4,2,"dx11",3,"d-A-AB-AC-ABC-3","","","","","","","","","","","","","","","",""
2,32,7,0,2,"d110",1,"D_5_2_1","Some","the A and the B","Some","the A but not the B","Some","the B but not the A","","","","","","","","","",""
2,33,7,0,3,"d100",4,"D_5_3_4","Some","the A","Some","the B","","","","","","","","","","","",""
2,31,7,2,3,"d011",1,"d-AB-ABC-3","","","","","","","","","","","","","","","",""
2,34,7,0,4,"dx10",1,"D_5_4_1","All","the B","Some","the A and the B","","","","","","","","","","","",""
2,32,7,4,1,"dx00",1,"d-A-1","","","","","","","","","","","","","","","",""
2,35,7,0,3,"NA","x","NA_x","All","the A and the B","Some","the C","","","","","","","","","","","",""
2,34,7,2,1,"dx01",3,"d-A-AC-ABC-1","","","","","","","","","","","","","","","",""
2,35,7,0,2,"NA","x","NA_x","None","the B but not the A","","","","","","","","","","","","","",""
2,35,7,0,1,"NA","x","NA_x","None","the A, the B, and the C","","","","","","","","","","","","","",""
2,34,7,4,3,"dx01",2,"d-B-ABC-2","","","","","","","","","","","","","","","",""
2,33,7,3,1,"dx11",1,"d-A-AB-ABC-3","","","","","","","","","","","","","","","",""
2,39,8,3,2,"d011",3,"d-AB-ABC-2","","","","","","","","","","","","","","","",""
2,37,8,0,2,"dx11",4,"D_5_2_4","Some","the A and the B","Some","the A, the B, and the C","Some","the B","","","","","","","","","",""
2,40,8,0,3,"NA","x","NA_x","None","the C","Some","the B","None","the A","","","","","","","","","",""
2,37,8,2,4,"d100",2,"d-A-B-AC-1","","","","","","","","","","","","","","","",""
2,39,8,2,1,"d111",1,"d-A-B-AB-ABC-2","","","","","","","","","","","","","","","",""
2,36,8,3,4,"d110",1,"d-A-B-AB-2","","","","","","","","","","","","","","","",""
2,40,8,0,1,"NA","x","NA_x","All","the A or the B","","","","","","","","","","","","","",""
2,36,8,1,2,"d110",3,"d-A-B-AB-BC-3","","","","","","","","","","","","","","","",""
2,36,8,0,1,"dx01",1,"D_5_1_1","Some","the A","Some","the A, the B, and the C","","","","","","","","","","","",""
2,36,8,2,3,"dx10",1,"d-A-AB-3","","","","","","","","","","","","","","","",""
2,39,8,4,3,"d111",1,"d-A-B-AB-ABC-1","","","","","","","","","","","","","","","",""
2,38,8,3,1,"d101",1,"d-A-B-ABC-2","","","","","","","","","","","","","","","",""
2,39,8,0,4,"d0xx",3,"D_5_4_3","All","the A and the B","","","","","","","","","","","","","",""
2,38,8,0,3,"dx00",1,"D_5_3_1","All","the B","","","","","","","","","","","","","",""
2,37,8,1,3,"d100",3,"d-A-B-BC-2","","","","","","","","","","","","","","","",""
2,38,8,1,4,"dx10",1,"d-A-AB-1","","","","","","","","","","","","","","","",""
2,40,8,0,4,"NA","x","NA_x","None","the A","","","","","","","","","","","","","",""
2,40,8,0,2,"NA","x","NA_x","Some","the A and the B","All","the A or the B","","","","","","","","","","","",""
2,38,8,4,2,"d101",2,"d-A-B-AC-ABC-1","","","","","","","","","","","","","","","",""
2,37,8,4,1,"d011",2,"d-AB-ABC-3","","","","","","","","","","","","","","","",""
2,43,9,1,4,"d0xx",1,"d-AB-1","","","","","","","","","","","","","","","",""
2,42,9,4,1,"dx10",2,"d-B-AB-3","","","","","","","","","","","","","","","",""
2,44,9,2,1,"d110",1,"d-A-B-AB-3","","","","","","","","","","","","","","","",""
2,45,9,0,1,"NA","x","NA_x","Some","the B","All","the A","","","","","","","","","","","",""
2,41,9,0,1,"d111",4,"D_5_1_4","Some","the A and the B but not the C","Some","the A, the B, and the C","Some","the A","Some","the B","","","","","","","",""
2,43,9,4,2,"d100",1,"d-A-B-1","","","","","","","","","","","","","","","",""
2,45,9,0,3,"NA","x","NA_x","All","the B","Some","the A","","","","","","","","","","","",""
2,41,9,2,3,"d0xx",1,"d-AB-2","","","","","","","","","","","","","","","",""
2,41,9,1,2,"dx11",3,"d-A-AB-AC-ABC-3","","","","","","","","","","","","","","","",""
2,44,9,0,4,"dx01",4,"D_5_4_4","All","the B","Some","the A, the B, and the C","","","","","","","","","","","",""
2,42,9,0,2,"d101",3,"D_5_2_3","Some","the A, the B, and the C","Some","the B","Some","the A","","","","","","","","","",""
2,45,9,0,4,"NA","x","NA_x","None","the A and the B","All","the A or the B","","","","","","","","","","","",""
2,44,9,4,3,"d110",3,"d-A-B-AB-BC-2","","","","","","","","","","","","","","","",""
2,41,9,3,4,"dx11",2,"d-B-AB-ABC-2","","","","","","","","","","","","","","","",""
2,43,9,0,3,"d011",3,"D_5_3_3","Some","the A, the B, and the C","All","the A and the B","","","","","","","","","","","",""
2,44,9,3,2,"dx10",2,"d-B-AB-1","","","","","","","","","","","","","","","",""
2,42,9,2,4,"dx00",3,"d-A-AC-3","","","","","","","","","","","","","","","",""
2,42,9,1,3,"dx00",1,"d-A-2","","","","","","","","","","","","","","","",""
2,43,9,3,1,"d100",1,"d-A-B-1","","","","","","","","","","","","","","","",""
2,45,9,0,2,"NA","x","NA_x","None","the A, the B, and the C","","","","","","","","","","","","","",""
2,49,10,0,4,"d111",3,"D_5_4_3","Some","the B","Some","the A and the B","Some","the A, the B, and the C","Some","the A","","","","","","","",""
2,47,10,1,3,"d011",2,"d-AB-ABC-3","","","","","","","","","","","","","","","",""
2,46,10,0,1,"d110",4,"D_5_1_4","Some","the B","Some","the A","Some","the A and the B","","","","","","","","","",""
2,46,10,2,3,"dx01",2,"d-B-ABC-3","","","","","","","","","","","","","","","",""
2,49,10,3,2,"d0xx",3,"d-AB-2","","","","","","","","","","","","","","","",""
2,46,10,1,2,"d101",3,"d-A-B-BC-ABC-2","","","","","","","","","","","","","","","",""
2,50,10,0,3,"NA","x","NA_x","None","the A and the B","All","the A or the B","","","","","","","","","","","",""
2,48,10,4,2,"dx00",3,"d-A-AC-3","","","","","","","","","","","","","","","",""
2,47,10,4,1,"d0xx",3,"d-AB-2","","","","","","","","","","","","","","","",""
2,48,10,3,1,"dx00",3,"d-A-AC-1","","","","","","","","","","","","","","","",""
2,47,10,0,2,"d100",2,"D_5_2_2","Some","the A","Some","the B","None","the A and the B","","","","","","","","","",""
2,49,10,2,1,"dx11",3,"d-A-AB-AC-ABC-1","","","","","","","","","","","","","","","",""
2,50,10,0,1,"NA","x","NA_x","Some did not","the A and the B","","","","","","","","","","","","","",""
2,46,10,3,4,"d101",2,"d-A-B-AC-ABC-3","","","","","","","","","","","","","","","",""
2,49,10,4,3,"dx11",2,"d-B-AB-ABC-3","","","","","","","","","","","","","","","",""
2,50,10,0,2,"NA","x","NA_x","Some did not","the B","Some","the A, the B, and the C","","","","","","","","","","","",""
2,50,10,0,4,"NA","x","NA_x","None","the A and the B","Some","the A, the B, and the C","All","the A or the B","","","","","","","","","",""
2,47,10,2,4,"d011",3,"d-AB-ABC-2","","","","","","","","","","","","","","","",""
2,48,10,1,4,"dx01",1,"d-A-ABC-2","","","","","","","","","","","","","","","",""
2,48,10,0,3,"dx10",2,"D_5_3_2","Some","the A","Some","the A and the B","","","","","","","","","","","",""
